SP_CODE,SCIENTIFIC_NAME,COMMON_NAME,ADULT,SIZE,SIZE_MIN_REF,SIZE_MAX_REF,GROUP,SURVEY,SPP_CHANGE,START_NA,END_NA,LUMP_TO,NA_NOTE,GUILD,SUBSTRATE_TYPE,MOBILITY,GROWTH_MORPH,APHIAID,RANK,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES
DVAC,Rhacochilus vacca,Pile Surfperch,DVAC,.,4,45,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,282576,Species,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Damalichthys,vacca
CNIC,Rhinogobiops nicholsii,Blackeye Goby,CNIC,.,1,18,FISH,CRYPTIC FISH,KEEP,,,,,MICROCARNIVORE,HARD,MOBILE,SOLITARY,282580,Species,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Coryphopterus,nicholsii
BR,Rhodophyceae,Blady red,BR,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,21263,Class,Plantae,Rhodophyta,Rhodophyceae,.,.,.,.,.
BR,Rhodophyceae,Blady red,BR,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,21263,Class,Plantae,Rhodophyta,Rhodophyceae,.,.,.,.,.
BRA,Rhodophyceae,Branching Red Algae,BRA,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,21263,Class,Plantae,Rhodophyta,Rhodophyceae,.,.,.,.,.
ER,Rhodophyta,Encrusting red algae,ER,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,852,Phylum,Plantae,Rhodophyta,.,.,.,.,.,.
FR,Rhodophyta,filamentous red,FR,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,852,Phylum,Plantae,Rhodophyta,.,.,.,.,.,.
FR,Rhodophyta,filamentous red,FR,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,852,Phylum,Plantae,Rhodophyta,.,.,.,.,.,.
RAT,Rhodophyta,Red algal turf,RAT,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,852,Phylum,Plantae,Rhodophyta,.,.,.,.,.,.
RAT,Rhodophyta,Red algal turf,RAT,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,852,Phylum,Plantae,Rhodophyta,.,.,.,.,.,.
UEC,Rhodophyta,Unidentified erect coralline,UEC,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,852,Phylum,Plantae,Rhodophyta,.,.,.,.,.,.
R,Rhodymenia californica,.,R,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372654,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,.,.
R,Rhodymenia californica,.,R,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372654,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,.,.
RP,Rhodymenia pacifica,,RP,.,.,.,INVERT,UPC,LUMP,,,R,,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SABW,Sabellidae,Sabellid Wom,SABW,.,.,.,INVERT,QUAD,REMOVE,2/1/09,7/1/30,,stop surveying since 2009; included EUPO pre-2009; remove for consistency,PLANKTIVORE,HARD,SESSILE,SOLITARY,985,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,.,.,.
SABW,Sabellidae,Sabellid Wom,SABW,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,985,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,.,.,.
ST,Salmacina tribranchiata,Fragile Tube Worm,ST,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,AGGREGATED,334720,Species,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Salmacina,.,.
SAFU,Sarcodiotheca furcata,.,SAFU,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372759,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAFU,Sarcodiotheca furcata,.,SAFU,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372759,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAGA,Sarcodiotheca gaudichaudii,.,SAGA,.,.,.,ALGAE,DETRITUS,LUMP,,,GS,Lumped with GS for consistency among years,PRODUCER,HARD,SESSILE,AGGREGATED,372656,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAGA,Sarcodiotheca gaudichaudii,.,SAGA,.,.,.,ALGAE,UPC,LUMP,,,GS,Lumped with GS for consistency among years,PRODUCER,HARD,SESSILE,AGGREGATED,372656,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,.,.
SAHO,Sargassum horneri,.,SAHO,Adult (> 5cm height),.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAHO,Sargassum horneri,.,SAHO,Adult (> 5cm height),3,50,ALGAE,QUAD,KEEP,7/1/00,7/1/15,,added species to quad after 2015 - likely low absent prior,PRODUCER,HARD,SESSILE,SOLITARY,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAHO,Sargassum horneri,.,SAHO,Adult (> 5cm height),.,.,ALGAE,SWATH,REMOVE,7/1/15,7/1/30,,Counted in swath survey until large increase in abundance;then moved to quad survey; absent prior to 2015,PRODUCER,HARD,SESSILE,SOLITARY,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAHO,Sargassum horneri,.,SAHO,cover of adult or juvenile basal structures,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SHJ,Sargassum horneri,Wire-weed,SAMU,juvenile(<5cm height),.,.,ALGAE,QUAD,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,494853,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,Adult (> 5cm height),.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,Adult (> 5cm height),3,150,ALGAE,QUAD,NA-FILL,7/1/00,1/1/15,,added species to quad survey after 2015,PRODUCER,HARD,SESSILE,SOLITARY,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,Adult (> 5cm height),3,150,ALGAE,SWATH,NA-FILL,1/1/15,7/1/30,,Counted in swath survey until large increase in abundance; then moved to quad survey,PRODUCER,HARD,SESSILE,SOLITARY,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SAMU,Sargassum muticum,Wire-weed,SAMU,cover of adult or juvenile basal structures,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SMJ,Sargassum muticum,Wire-weed,SAHO,juvenile(<5cm height),.,.,ALGAE,QUAD,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,494791,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,.,.
SCCA,Scinaia confusa,.,SCCA,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372659,Species,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,.,.
SCCA,Scinaia confusa,.,SCCA,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372659,Species,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,.,.
SGUT,Scorpaena guttata,California Scorpionfish,SGUT,.,5,35,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274713,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,.,.
SMAR,Scorpaenichthys marmoratus,Cabezon,SMAR,.,5,70,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,282726,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,.,.
SELO,Scytosiphon lomentaria,.,SELO,.,.,.,ALGAE,QUAD,REMOVE,,,,Remove - not a targed quad species,PRODUCER,HARD,SESSILE,AGGREGATED,145869,Species,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Scytosiphon,.,.
SELO,Scytosiphon lomentaria,.,SELO,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,145869,Species,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Scytosiphon,.,.
SCSP,Sebastes,Young of Year Rockfish,SCSP,.,2,40,FISH,FISH,KEEP,,,,,MICROCARNIVORE,HARD,MOBILE,SOLITARY,126175,Genus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SATR,Sebastes atrovirens,Kelp Rockfish,SATR,.,5,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274772,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SAUR,Sebastes auriculatus,Brown Rockfish,SAUR,.,3,41,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274773,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SCAR,Sebastes carnatus,Gopher Rockfish,SCAR,.,3,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274779,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SCAU,Sebastes caurinus,Copper Rockfish,SCAU,.,4,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274780,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SCHR,Sebastes chrysomelas,Black and Yellow Rockfish,SCHR,.,4,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,240737,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SFLA,Sebastes flavidus,Yellowtail Rockfish,SFLA,.,5,35,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274795,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SMIN,Sebastes miniatus,Vermilion Rockfish,SMIN,.,3,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274820,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SMYS,Sebastes mystinus,Blue Rockfish,SMYS,.,3,30,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274823,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SPAU,Sebastes paucispinis,Boccacio,SPAU,.,3,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274833,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SRAS,Sebastes rastrelliger,Grass Rockfish,SRAS,.,4,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274839,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SSER,Sebastes serranoides,Olive Rockfish,SSER,.,3,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274852,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
STRE,Sebastes serriceps,Treefish,STRE,.,4,40,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,274853,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SPUL,Semicossyphus pulcher,California Sheephead,SPUL,.,3,75,FISH,FISH,KEEP,,,,,MESOCARNIVORE,HARD,MOBILE,SOLITARY,282753,Species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,.,.
SC,Spheciospongia confoederata,Grey Moon Sponge,SC,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,AGGREGATED,170531,Species,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,.,.
SPAR,Sphyraena argentea,Pacific Barracuda,SPAR,.,20,70,FISH,FISH,KEEP,,,,,MACROCARNIVORE,HARD,MOBILE,SOLITARY,273978,Species,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,.,.
SCAL,Squatina californica,Pacific Angel Shark,SCAL,.,30,180,FISH,FISH,KEEP,,,,,MESOCARNIVORE,SOFT,MOBILE,SOLITARY,271667,Species,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,.,.
STIN,Stenogramma californica,.,STIN,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,497059,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,Stenogramme,interrupta
STIN,Stenogramma californica,.,STIN,.,.,.,ALGAE,UPC,KEEP,7/1/00,7/1/06,,May have been previously misidentified as R; too rare to detect prior to 2006,PRODUCER,HARD,SESSILE,SOLITARY,497059,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,Stenogramme,interrupta
CH,Stephanocystis osmundacea,.,CYOS,holdfast,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYJ,Stephanocystis osmundacea,.,CYOS,juvenile (<5cm diam),.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYJ,Stephanocystis osmundacea,.,CYOS,juvenile (<5cm diam),.,.,ALGAE,QUAD,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS,Stephanocystis osmundacea,.,CYOS,adult (>5cm diam),.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS,Stephanocystis osmundacea,.,CYOS,adult (>5cm diam),.,.,ALGAE,SWATH,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS,Stephanocystis osmundacea,.,CYOS,adult (>5cm diam),.,.,ALGAE,UPC,NA-FILL,7/1/00,1/1/08,,Previously not recorded in UPC,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS_R,Stephanocystis osmundacea,Reproductive frond,CYOS,reproductive fronds any size,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS_R,Stephanocystis osmundacea,Reproductive frond,CYOS,reproductive fronds (>1m height),100,801,ALGAE,SWATH,KEEP,,,,start surveying in Oct 2008 for LTE and 2011 for Annual. Dan and Shannon are confident that we can zero-fill the transect because it was not seen before. ,PRODUCER,HARD,SESSILE,SOLITARY,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
SGIG,Stereolepis gigas,Giant Sea Bass,SGIG,.,10,20,FISH,FISH,KEEP,,,,,MACROCARNIVORE,HARD,MOBILE,SOLITARY,282884,Species,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae,Stereolepis,.,.
SPL,Strongylocentrotus purpuratus,Purple Urchin,SPL,adult (>=2.5cm),2.5,9,INVERT,QUAD,KEEP,,,,,GRAZER,HARD,MOBILE,SOLITARY,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
SPL,Strongylocentrotus purpuratus,Purple Urchin,SPL,adult (>2.5cm),2.5,9,INVERT,URCHINS,KEEP,,,,,GRAZER,HARD,MOBILE,SOLITARY,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
SPS,Strongylocentrotus purpuratus,Purple Urchin,SPL,juvenile (<2.5cm),1,2.49,INVERT,QUAD,KEEP,,,,,GRAZER,HARD,MOBILE,SOLITARY,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
SPS,Strongylocentrotus purpuratus,Purple Urchin,SPL,juvenile (<2.5cm),1,2.49,INVERT,URCHINS,KEEP,,,,,GRAZER,HARD,MOBILE,SOLITARY,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
STMO,Styela montereyensis,Stalked Tunicate,STMO,.,0.1,3.5,INVERT,QUAD,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,240756,Species,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,.,.
STMO,Styela montereyensis,Stalked Tunicate,STMO,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,240756,Species,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,.,.
SYNG,Syngnathus,Unidentified Pipefish Spp.,SYNG,.,4,30,FISH,FISH,KEEP,,,,,PLANKTIVORE,HARD,MOBILE,SOLITARY,126227,Genus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,.,.
TALE,Taonia lennebackerae,.,TALE,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372695,Species,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Taonia,.,.
TALE,Taonia lennebackerae,.,TALE,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,372695,Species,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Taonia,.,.
TESP,Tegula,Black Turbin Snail,TESP,.,0.5,3,INVERT,QUAD,KEEP,,,,,GRAZER,HARD,MOBILE,SOLITARY,413467,Genus,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Tegula,spp.
TEAU,Tethya aurantium,Orange Puffball Sponge,TEAU,.,1.2,13,INVERT,QUAD,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,134311,Species,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya,aurantia
TEAU,Tethya aurantium,Orange Puffball Sponge,TEAU,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,134311,Species,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya,aurantia
TC,Thalamoporella californica,.,TC,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,AGGREGATED,468453,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Thalamoporellidae,Thalamoporella,.,.
SE,Thylacodes squamigerus,Scaled Worm Snail,SE,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,709499,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,.,.
CILU,Timarete luxuriosa,.,CILU,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,SOLITARY,334943,Species,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Timarete,.,.
TSEM,Triakis semifasciata,Leopard Shark,TSEM,.,25,120,FISH,FISH,KEEP,,,,,MACROCARNIVORE,SOFT,MOBILE,SOLITARY,279060,Species,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,.,.
UV,Ulva,Sea Lettuce,UV,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,144296,Genus,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,.,.
UV,Ulva,Sea Lettuce,UV,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,SOLITARY,144296,Genus,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,.,.
URLO,Urticina eques,Whit-Spotted Rose Anemone,URLO,.,2,15,INVERT,QUAD,KEEP,,,,,MESOCARNIVORE,HARD,SESSILE,SOLITARY,100833,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,.,.
URLO,Urticina eques,Whit-Spotted Rose Anemone,URLO,.,.,.,INVERT,UPC,KEEP,,,,,MESOCARNIVORE,HARD,SESSILE,SOLITARY,100833,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,.,.
URPI,Urticina piscivora,Fish Eating Anemone,URPI,.,.,.,INVERT,QUAD,KEEP,,,,,MESOCARNIVORE,HARD,SESSILE,SOLITARY,283445,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,.,.
WASP,Watersipora subatra,.,WASP,.,.,.,INVERT,QUAD,REMOVE,,,,,PLANKTIVORE,HARD,SESSILE,AGGREGATED,816025,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,.,.
WASP,Watersipora subatra,.,WASP,.,.,.,INVERT,UPC,KEEP,,,,,PLANKTIVORE,HARD,SESSILE,AGGREGATED,816025,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,.,.
WK,Weeksia,.,WK,.,.,.,ALGAE,UPC,LUMP,,,POLA,,PRODUCER,HARD,SESSILE,AGGREGATED,370330,Genus,Plantae,Rhodophyta,FlorideophyceaeÊ,GigartinalesÊ,DumontiaceaeÊ,WeeksiaÊ,,
ZOMA,Zostera marina,Eel Grass,ZOMA,.,.,.,ALGAE,DETRITUS,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,495077,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,.,.
ZOMA,Zostera marina,Eel Grass,ZOMA,.,.,.,ALGAE,UPC,KEEP,,,,,PRODUCER,HARD,SESSILE,AGGREGATED,495077,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,.,.
